BEN,CH4,CO,EBE,NMHC,NO,NO2,NOx,O3,PM10,PM25,SO2,TCH,TOL,Month,Year,AQI_category
0.0,1.0,0.0,0.5625,0.0,20.6875,58.375,90.25,38.625,23.1875,8.0,6.4375,1.0,4.8125,10,6,1
0.0,1.0,0.0,0.4375,0.0,11.3125,49.1875,66.5,40.5625,16.5,8.0,5.625,1.0,5.0625,10,6,1
0.0,1.0,0.0,0.6153846153846154,0.0,18.76923076923077,64.84615384615384,93.61538461538461,24.53846153846154,20.307692307692307,8.0,4.769230769230769,1.0,7.6923076923076925,10,6,0
0.0,1.0,0.0,1.0,0.0,22.0,90.5,125.0,9.5,50.0,8.0,6.0,1.0,6.0,10,6,0
0.0,1.0,0.0,1.0,0.0,13.428571428571429,60.0,80.28571428571429,9.571428571428571,26.428571428571427,8.0,5.0,1.0,1.0,10,6,0
0.0,1.0,0.0,1.0,0.0,23.333333333333332,63.333333333333336,99.66666666666667,22.0,28.333333333333332,8.0,5.0,1.0,9.333333333333334,10,6,0
0.0,1.0,0.0,1.0,0.0,42.285714285714285,94.71428571428571,159.57142857142858,12.714285714285714,50.142857142857146,8.0,6.428571428571429,1.0,8.428571428571429,10,6,0
0.0,1.0,0.0,0.5,0.0,25.5,64.625,103.625,23.0,28.125,8.0,5.5,1.0,6.0,10,6,0
0.0,1.0,0.0,0.4117647058823529,0.0,32.588235294117645,68.88235294117646,118.76470588235294,17.11764705882353,32.411764705882355,8.0,6.176470588235294,1.0,5.529411764705882,10,6,0
0.0,1.0,0.0,1.0,0.0,44.0,89.0,156.77777777777777,12.222222222222221,37.111111111111114,8.0,7.111111111111111,1.0,5.333333333333333,10,6,0
0.0,1.0,0.0,0.5714285714285714,0.0,38.142857142857146,88.57142857142857,147.0,12.142857142857142,42.57142857142857,8.0,10.428571428571429,1.0,9.714285714285714,10,6,0
0.0,1.0,0.0,0.6363636363636364,0.0,45.63636363636363,67.72727272727273,137.63636363636363,8.636363636363637,30.454545454545453,8.0,7.454545454545454,1.0,8.909090909090908,10,6,0
0.0,1.0,0.0,0.6470588235294118,0.0,33.529411764705884,66.3529411764706,117.70588235294117,24.235294117647058,27.88235294117647,8.0,9.411764705882353,1.0,3.4705882352941178,10,6,0
0.0,1.0,0.0,0.8461538461538461,0.0,19.615384615384617,53.92307692307692,84.3076923076923,24.692307692307693,19.53846153846154,8.0,9.538461538461538,1.0,3.8461538461538463,10,6,0
0.0,1.0,0.0,0.2857142857142857,0.0,18.857142857142858,52.23809523809524,81.0,30.38095238095238,21.523809523809526,8.0,11.333333333333334,1.0,6.0476190476190474,10,6,0
0.0,1.0,0.0,0.29411764705882354,0.0,13.294117647058824,51.294117647058826,71.88235294117646,33.588235294117645,18.88235294117647,8.0,12.117647058823529,1.0,4.294117647058823,10,6,1
0.0,1.0,0.0,0.375,0.0,17.625,60.875,87.75,26.8125,19.8125,8.0,11.625,1.0,7.0625,10,6,0
0.0,1.0,0.0,0.6470588235294118,0.0,14.352941176470589,43.470588235294116,65.3529411764706,31.235294117647058,18.235294117647058,8.0,13.647058823529411,1.0,6.0588235294117645,10,6,0
0.0,1.0,0.0,0.6666666666666666,0.0,19.38888888888889,49.5,79.16666666666667,32.22222222222222,14.944444444444445,8.0,13.38888888888889,1.0,4.888888888888889,10,6,0
0.0,1.0,0.0,0.42857142857142855,0.0,10.857142857142858,45.357142857142854,62.142857142857146,39.142857142857146,17.357142857142858,8.0,14.0,1.0,3.5714285714285716,9,6,1
0.0,1.0,0.0,0.4444444444444444,0.0,30.88888888888889,70.66666666666667,118.0,17.444444444444443,23.77777777777778,8.0,13.444444444444445,1.0,6.111111111111111,9,6,0
0.0,1.0,0.0,0.3,0.0,23.9,63.7,100.1,24.6,22.5,8.0,13.1,1.0,5.0,9,6,0
0.0,1.0,0.0,1.0,0.0,29.357142857142858,67.92857142857143,112.85714285714286,21.571428571428573,29.714285714285715,8.0,13.285714285714286,1.0,1.0,9,6,0
0.0,1.0,0.0,1.0,0.0,55.666666666666664,91.83333333333333,176.83333333333334,7.5,46.5,8.0,14.666666666666666,1.0,3.8333333333333335,9,6,0
0.0,1.0,0.0,1.0,0.0,17.0,58.25,84.25,13.125,15.75,8.0,12.875,1.0,2.0,9,6,0
0.0,1.0,0.0,0.2727272727272727,0.0,30.09090909090909,61.0,107.18181818181819,27.545454545454547,27.363636363636363,8.0,12.181818181818182,1.0,5.454545454545454,9,6,0
0.0,1.0,0.0,1.0,0.0,18.0,69.0,96.0,4.0,29.0,8.0,11.0,1.0,9.0,9,6,0
0.0,1.0,0.0,0.25,0.0,18.25,63.25,91.75,23.0,22.0,8.0,21.25,1.0,6.75,9,6,0
0.0,1.0,0.0,0.0,0.0,13.11111111111111,54.333333333333336,74.33333333333333,26.77777777777778,9.88888888888889,8.0,13.777777777777779,1.0,3.5555555555555554,9,6,0
0.0,1.0,0.0,0.0,0.0,37.666666666666664,73.0,130.66666666666666,8.666666666666666,24.666666666666668,8.0,13.666666666666666,1.0,5.0,9,6,0
0.0,1.0,0.0,0.6666666666666666,0.0,50.666666666666664,80.66666666666667,158.66666666666666,6.666666666666667,30.666666666666668,8.0,18.0,1.0,5.666666666666667,9,6,0
0.0,1.0,0.0,0.0,0.0,23.0,66.0,102.0,8.0,27.0,8.0,11.0,1.0,11.0,9,6,0
0.0,1.0,0.0,0.0,0.0,25.0,45.0,84.0,35.333333333333336,16.666666666666668,8.0,12.0,1.0,5.666666666666667,9,6,1
0.0,1.0,0.0,0.0,0.0,23.666666666666668,52.0,88.0,21.666666666666668,7.666666666666667,8.0,10.666666666666666,1.0,8.333333333333334,9,6,0
0.0,1.0,0.0,0.0,0.0,48.333333333333336,74.33333333333333,148.66666666666666,20.0,37.666666666666664,8.0,14.666666666666666,1.0,7.0,9,6,0
0.0,1.0,0.0,0.375,0.0,53.5,84.625,166.625,9.0,43.875,8.0,16.875,1.0,6.75,9,6,0
0.0,1.0,0.0,0.2222222222222222,0.0,41.666666666666664,88.88888888888889,152.77777777777777,5.222222222222222,41.111111111111114,8.0,15.444444444444445,1.0,5.111111111111111,9,6,0
0.0,1.0,0.0,0.391304347826087,0.0,35.08695652173913,62.04347826086956,115.91304347826087,10.869565217391305,23.82608695652174,8.0,7.608695652173913,1.0,4.869565217391305,9,6,0
0.0,1.0,0.0,0.5789473684210527,0.0,44.578947368421055,59.473684210526315,127.94736842105263,19.63157894736842,18.473684210526315,8.0,8.368421052631579,1.0,4.0,9,6,0
0.0,1.0,0.0,0.8,0.0,41.4,65.4,129.2,7.7,22.5,8.0,12.8,1.0,5.4,9,6,0
0.0,1.0,0.0,0.4444444444444444,0.0,34.333333333333336,62.22222222222222,114.44444444444444,13.777777777777779,14.333333333333334,8.0,13.444444444444445,1.0,5.888888888888889,9,6,0
0.0,1.0,0.0,0.15384615384615385,0.0,16.384615384615383,52.15384615384615,77.61538461538461,18.923076923076923,8.76923076923077,8.0,14.23076923076923,1.0,3.3846153846153846,9,6,0
0.0,1.0,0.0,0.2727272727272727,0.0,10.272727272727273,39.09090909090909,54.63636363636363,29.454545454545453,6.0,8.0,12.181818181818182,1.0,1.8181818181818181,9,6,0
0.0,1.0,0.0,0.14285714285714285,0.0,25.0,57.0,95.42857142857143,14.714285714285714,11.142857142857142,8.0,14.142857142857142,1.0,3.5714285714285716,9,6,0
0.0,1.0,0.0,0.1111111111111111,0.0,25.666666666666668,51.77777777777778,91.0,17.666666666666668,10.444444444444445,8.0,13.666666666666666,1.0,5.111111111111111,9,6,0
0.0,1.0,0.0,0.2222222222222222,0.0,14.777777777777779,42.0,64.55555555555556,26.666666666666668,7.222222222222222,8.0,13.555555555555555,1.0,7.222222222222222,9,6,0
0.0,1.0,0.0,1.0,0.0,27.0,57.0,98.25,6.25,12.25,8.0,12.75,1.0,1.25,9,6,0
0.0,1.0,0.0,1.0,0.0,46.375,69.5,140.25,6.0,19.375,8.0,13.5,1.0,2.5,9,6,0
0.0,1.0,0.0,2.0,0.0,50.0,88.0,165.0,6.0,40.0,8.0,20.0,1.0,11.0,2,6,0
0.0,1.0,0.0,0.6875,0.0,46.375,66.9375,138.1875,9.75,23.75,8.0,15.5,1.0,6.0,2,6,0
0.0,1.0,0.0,0.0,0.0,25.571428571428573,51.857142857142854,91.42857142857143,10.285714285714286,11.142857142857142,8.0,9.142857142857142,1.0,3.0,2,6,0
0.0,1.0,0.0,2.0,0.0,104.0,118.0,278.0,4.0,40.0,8.0,22.0,1.0,10.0,2,6,0
0.0,1.0,0.0,1.0,0.0,96.0,65.0,212.0,4.0,9.0,8.0,14.0,1.0,8.0,2,6,0
0.0,1.0,0.0,1.2,0.0,56.6,76.4,163.4,10.8,30.2,8.0,17.0,1.0,6.8,2,6,0
0.0,1.0,0.0,1.25,0.0,47.5,53.0,126.0,4.0,11.75,8.0,12.5,1.0,8.5,2,6,0
0.0,1.0,0.0,0.0,0.0,62.733333333333334,59.266666666666666,155.13333333333333,4.733333333333333,23.4,8.0,9.933333333333334,1.0,2.0,2,6,0
0.0,1.0,0.0,0.0,0.0,33.666666666666664,51.75,103.33333333333333,20.125,15.666666666666666,8.0,10.416666666666666,1.0,2.0,2,6,0
0.0,1.0,0.0,0.3333333333333333,0.0,23.5,44.666666666666664,80.75,41.083333333333336,12.666666666666666,8.0,11.0,1.0,3.25,2,6,1
0.0,1.0,0.0,0.3333333333333333,0.0,21.666666666666668,55.666666666666664,89.0,25.666666666666668,10.0,8.0,16.0,1.0,7.333333333333333,2,6,0
0.0,1.0,0.0,0.14285714285714285,0.0,24.428571428571427,61.857142857142854,98.85714285714286,10.714285714285714,13.142857142857142,8.0,12.142857142857142,1.0,7.571428571428571,2,6,0
0.0,1.0,0.0,0.2,0.0,12.0,49.6,68.2,15.8,10.4,8.0,13.0,1.0,5.8,2,6,0
0.0,1.0,0.0,0.8571428571428571,0.0,32.0,65.57142857142857,114.85714285714286,9.428571428571429,13.285714285714286,8.0,14.0,1.0,1.4285714285714286,2,6,0
0.0,1.0,0.0,1.0,0.0,18.4,48.53333333333333,76.66666666666667,24.466666666666665,19.333333333333332,8.0,14.6,1.0,1.0,2,6,0
0.0,1.0,0.0,0.6428571428571429,0.0,39.357142857142854,72.92857142857143,133.21428571428572,11.071428571428571,27.285714285714285,8.0,14.928571428571429,1.0,4.714285714285714,2,6,0
0.0,1.0,0.0,0.2777777777777778,0.0,35.44444444444444,64.27777777777777,118.72222222222223,13.11111111111111,17.166666666666668,8.0,14.38888888888889,1.0,4.611111111111111,2,6,0
0.0,1.0,0.0,0.0,0.0,18.714285714285715,50.57142857142857,79.14285714285714,23.714285714285715,11.0,8.0,13.571428571428571,1.0,3.5714285714285716,2,6,0
0.0,1.0,0.0,0.09090909090909091,0.0,21.272727272727273,54.45454545454545,86.63636363636364,21.727272727272727,12.181818181818182,8.0,16.272727272727273,1.0,4.181818181818182,2,6,0
0.0,1.0,0.0,0.0,0.0,16.75,44.125,70.125,19.125,6.0,8.0,14.5,1.0,2.875,2,6,0
0.0,1.0,0.0,0.4444444444444444,0.0,14.777777777777779,44.22222222222222,66.88888888888889,16.444444444444443,7.555555555555555,8.0,15.444444444444445,1.0,3.0,2,6,0
0.0,1.0,0.0,0.2857142857142857,0.0,9.857142857142858,38.142857142857146,53.142857142857146,25.571428571428573,10.428571428571429,8.0,18.714285714285715,1.0,2.0,2,6,0
0.0,1.0,0.0,0.08333333333333333,0.0,37.416666666666664,61.75,118.91666666666667,12.75,17.166666666666668,8.0,16.25,1.0,4.166666666666667,2,6,0
0.0,1.0,0.0,0.0,0.0,31.8,60.25,109.05,14.0,20.45,8.0,15.15,1.0,3.25,2,6,0
0.0,1.0,0.0,0.0,0.0,19.666666666666668,52.77777777777778,82.88888888888889,11.444444444444445,13.555555555555555,8.0,16.555555555555557,1.0,3.111111111111111,2,6,0
0.0,1.0,0.0,0.35714285714285715,0.0,32.642857142857146,57.5,107.64285714285714,21.0,18.285714285714285,8.0,15.571428571428571,1.0,3.4285714285714284,2,6,0
0.0,1.0,0.0,1.0,0.0,32.333333333333336,60.666666666666664,110.16666666666667,6.166666666666667,13.666666666666666,8.0,14.166666666666666,1.0,1.0,2,6,0
0.0,1.0,0.0,0.5,0.0,45.1,70.0,139.1,5.2,28.6,8.0,15.6,1.0,5.9,2,6,0
0.0,1.0,0.0,0.6666666666666666,0.0,60.0,78.33333333333333,170.66666666666666,6.0,29.666666666666668,8.0,19.333333333333332,1.0,7.666666666666667,2,6,0
0.0,1.0,0.0,0.07692307692307693,0.0,32.0,68.84615384615384,118.0,10.692307692307692,11.538461538461538,8.0,15.923076923076923,1.0,3.076923076923077,2,6,0
0.0,1.0,0.0,0.0,0.0,48.6,72.4,147.0,7.133333333333334,21.266666666666666,8.0,17.333333333333332,1.0,4.133333333333334,4,7,0
0.0,1.0,0.0,0.25,0.0,38.375,69.6875,128.6875,9.125,10.8125,8.0,12.9375,1.0,3.4375,4,7,0
0.0,1.0,0.0,0.5833333333333334,0.0,39.5,66.33333333333333,127.0,22.833333333333332,10.333333333333334,8.0,9.708333333333334,1.0,3.1666666666666665,4,7,0
0.0,1.0,0.0,0.4444444444444444,0.0,36.166666666666664,62.27777777777778,117.66666666666667,17.333333333333332,14.88888888888889,8.0,11.88888888888889,1.0,3.3333333333333335,4,7,0
0.0,1.0,0.0,0.0,0.0,29.541666666666668,54.833333333333336,100.125,14.958333333333334,15.875,8.0,10.0,1.0,3.75,4,7,0
0.0,1.0,0.0,0.25,0.0,19.625,38.25,68.5,16.375,9.333333333333334,8.0,7.666666666666667,1.0,1.875,4,7,0
0.0,1.0,0.0,0.9375,0.0,17.5625,36.125,62.8125,19.0625,6.6875,8.0,10.75,1.0,1.0,4,7,0
0.0,1.0,0.0,0.75,0.0,49.75,51.5,127.75,6.75,18.333333333333332,8.0,15.75,1.0,3.4166666666666665,4,7,0
0.0,1.0,0.0,1.5625,0.0,76.125,60.1875,176.8125,4.1875,27.375,8.0,11.3125,1.0,8.5,4,7,0
0.0,1.0,0.0,1.0555555555555556,0.0,65.94444444444444,66.94444444444444,168.11111111111111,5.5,24.61111111111111,8.0,10.666666666666666,1.0,7.277777777777778,4,7,0
0.0,1.0,0.0,0.6086956521739131,0.0,38.65217391304348,61.47826086956522,120.6086956521739,18.347826086956523,18.695652173913043,8.0,10.08695652173913,1.0,4.521739130434782,4,7,0
0.0,1.0,0.0,0.13636363636363635,0.0,28.954545454545453,61.72727272727273,105.9090909090909,23.818181818181817,22.09090909090909,8.0,10.818181818181818,1.0,2.3181818181818183,4,7,0
0.0,1.0,0.0,0.25,0.0,61.5625,64.625,158.875,12.9375,30.5625,8.0,11.3125,1.0,4.875,4,7,0
0.0,1.0,0.0,0.21428571428571427,0.0,65.57142857142857,71.85714285714286,172.14285714285714,12.5,34.214285714285715,8.0,11.142857142857142,1.0,4.428571428571429,4,7,0
0.0,1.0,0.0,0.43478260869565216,0.0,43.608695652173914,58.26086956521739,124.91304347826087,17.52173913043478,24.565217391304348,8.0,9.043478260869565,1.0,3.9565217391304346,4,7,0
0.0,1.0,0.0,0.5652173913043478,0.0,37.21739130434783,53.95652173913044,111.30434782608695,29.782608695652176,26.0,8.0,11.130434782608695,1.0,4.260869565217392,4,7,0
0.0,1.0,0.0,0.47058823529411764,0.0,42.0,58.05882352941177,122.41176470588235,22.352941176470587,32.0,8.0,10.294117647058824,1.0,4.294117647058823,4,7,0
0.0,1.0,0.0,0.125,0.0,28.75,50.125,94.375,11.125,22.25,8.0,7.875,1.0,3.25,4,7,0
0.0,1.0,0.0,0.0,0.0,36.5,48.75,104.75,5.75,21.75,8.0,13.0,1.0,6.0,4,7,0
0.0,1.0,0.0,0.0,0.0,33.916666666666664,59.666666666666664,112.08333333333333,10.5,18.0,8.0,17.0,1.0,2.0,4,7,0
0.0,1.0,0.0,0.0,0.0,16.0,46.5,71.16666666666667,9.0,5.666666666666667,8.0,14.333333333333334,1.0,2.0,4,7,0
0.0,1.0,0.0,1.0,0.0,99.0,83.0,235.0,4.0,56.0,8.0,17.0,1.0,8.0,4,7,0
0.0,1.0,0.0,1.3333333333333333,0.0,50.0,65.66666666666667,143.0,15.666666666666666,43.666666666666664,8.0,19.333333333333332,1.0,8.333333333333334,4,7,0
0.0,1.0,0.0,0.0,0.0,11.2,48.8,65.8,13.6,28.2,8.0,13.8,1.0,7.6,4,7,0
0.0,1.0,0.0,0.2222222222222222,0.0,14.777777777777779,39.333333333333336,62.0,26.333333333333332,21.444444444444443,8.0,12.666666666666666,1.0,2.7777777777777777,4,7,0
0.0,1.0,0.0,0.16666666666666666,0.0,25.75,60.583333333333336,100.25,13.833333333333334,25.416666666666668,8.0,16.333333333333332,1.0,5.25,4,7,0
0.0,1.0,0.0,0.0,0.0,25.545454545454547,60.63636363636363,99.54545454545455,13.909090909090908,23.454545454545453,8.0,16.363636363636363,1.0,3.727272727272727,4,7,0
0.0,1.0,0.0,0.0,0.0,15.833333333333334,49.666666666666664,74.33333333333333,17.833333333333332,18.5,8.0,15.166666666666666,1.0,3.0,4,7,0
0.0,1.0,0.0,1.3333333333333333,0.0,45.0,70.55555555555556,139.66666666666666,14.11111111111111,30.666666666666668,8.0,15.444444444444445,1.0,4.111111111111111,4,7,0
0.0,1.0,0.0,0.75,0.0,55.25,72.25,157.25,9.25,34.5,8.0,17.5,1.0,3.5,4,7,0
0.0,1.0,0.0,0.25,0.0,32.416666666666664,57.0,107.0,23.583333333333332,17.916666666666668,8.0,14.25,1.0,8.0,4,7,0
0.0,1.0,0.0,1.0,0.0,62.2,91.0,186.8,6.6,34.2,8.0,15.2,1.0,6.8,3,7,0
0.0,1.0,0.0,0.5,0.0,33.75,61.875,113.8125,16.8125,27.0625,8.0,12.6875,1.0,4.8125,3,7,0
0.0,1.0,0.0,0.125,0.0,18.958333333333332,45.291666666666664,74.5,22.5,16.166666666666668,8.0,8.208333333333334,1.0,2.2083333333333335,3,7,0
0.0,1.0,0.0,0.7647058823529411,0.0,45.294117647058826,60.11764705882353,129.64705882352942,26.058823529411764,20.941176470588236,8.0,9.647058823529411,1.0,3.0,3,7,0
0.0,1.0,0.0,1.8,0.0,67.4,85.0,188.6,13.6,45.8,8.0,16.0,1.0,8.8,3,7,0
0.0,1.0,0.0,0.14285714285714285,0.0,34.285714285714285,61.285714285714285,113.85714285714286,4.571428571428571,25.285714285714285,8.0,12.285714285714286,1.0,5.714285714285714,3,7,0
0.0,1.0,0.0,0.5,0.0,15.75,49.5,73.5,20.75,12.0,8.0,13.25,1.0,2.75,3,7,0
0.0,1.0,0.0,0.0,0.0,16.666666666666668,51.666666666666664,77.33333333333333,12.333333333333334,15.666666666666666,8.0,12.666666666666666,1.0,3.6666666666666665,3,7,0
0.0,1.0,0.0,0.0,0.0,33.0,96.0,146.0,10.0,47.0,8.0,16.0,1.0,4.0,3,7,0
0.0,1.0,0.0,0.0,0.0,21.5,69.5,102.5,11.5,19.0,8.0,12.0,1.0,4.0,3,7,0
0.0,1.0,0.0,2.0,0.0,25.0,75.0,113.0,16.0,53.0,8.0,13.0,1.0,8.0,3,7,0
0.0,1.0,0.0,0.09090909090909091,0.0,21.0,62.36363636363637,94.72727272727273,33.36363636363637,28.636363636363637,8.0,15.909090909090908,1.0,3.4545454545454546,3,7,1
0.0,1.0,0.0,0.35,0.0,24.1,63.85,100.95,28.25,26.55,8.0,15.25,1.0,3.25,3,7,0
0.0,1.0,0.0,0.45454545454545453,0.0,15.0,49.09090909090909,72.36363636363636,37.45454545454545,22.09090909090909,8.0,13.181818181818182,1.0,1.8181818181818181,3,7,1
0.0,1.0,0.0,0.5555555555555556,0.0,15.0,47.111111111111114,70.11111111111111,23.22222222222222,28.333333333333332,8.0,15.333333333333334,1.0,2.0,3,7,0
0.0,1.0,0.0,0.09090909090909091,0.0,19.818181818181817,54.45454545454545,85.0,20.727272727272727,34.63636363636363,8.0,14.727272727272727,1.0,4.181818181818182,3,7,0
0.0,1.0,0.0,0.3076923076923077,0.0,12.076923076923077,54.38461538461539,72.84615384615384,34.46153846153846,35.15384615384615,8.0,12.846153846153847,1.0,2.076923076923077,3,7,1
0.0,1.0,0.0,0.7777777777777778,0.0,25.666666666666668,60.666666666666664,100.22222222222223,28.0,17.555555555555557,8.0,11.666666666666666,1.0,2.888888888888889,3,7,0
0.0,1.0,0.0,0.35,0.0,34.0,59.75,111.9,14.5,18.6,8.0,10.55,1.0,6.7,3,7,0
0.0,1.0,0.0,0.2222222222222222,0.0,36.333333333333336,60.333333333333336,115.88888888888889,12.0,17.444444444444443,8.0,9.666666666666666,1.0,6.666666666666667,3,7,0
0.0,1.0,0.0,0.2727272727272727,0.0,27.454545454545453,65.36363636363636,107.54545454545455,23.727272727272727,26.636363636363637,8.0,13.454545454545455,1.0,6.363636363636363,3,7,0
0.0,1.0,0.0,0.75,0.0,21.2,61.1,93.65,24.25,21.75,8.0,13.5,1.0,3.0,3,7,0
0.0,1.0,0.0,0.4,0.0,15.4,58.0,81.6,27.95,15.6,8.0,14.2,1.0,3.7,3,7,0
0.0,1.0,0.0,0.25,0.0,12.208333333333334,50.0,68.75,30.541666666666668,19.208333333333332,8.0,13.75,1.0,2.7916666666666665,3,7,0
0.0,1.0,0.0,0.7058823529411765,0.0,40.470588235294116,66.76470588235294,128.8235294117647,16.235294117647058,27.058823529411764,8.0,13.0,1.0,5.0,3,7,0
0.0,1.0,0.0,1.0,0.0,67.66666666666667,87.33333333333333,191.0,12.5,48.333333333333336,8.0,15.333333333333334,1.0,7.0,3,7,0
0.0,1.0,0.0,1.1,0.0,43.3,75.7,141.8,17.3,34.2,8.0,13.2,1.0,6.2,3,7,0
0.0,1.0,0.0,0.75,0.0,44.9,74.9,144.1,13.1,26.7,8.0,13.6,1.0,6.35,3,7,0
0.0,1.0,0.0,0.7333333333333333,0.0,41.8,72.0,136.06666666666666,11.8,25.866666666666667,8.0,13.866666666666667,1.0,6.866666666666666,3,7,0
0.0,1.0,0.0,0.3333333333333333,0.0,36.416666666666664,71.33333333333333,127.33333333333333,23.666666666666668,32.0,8.0,16.5,1.0,4.666666666666667,7,7,0
0.0,1.0,0.0,0.4444444444444444,0.0,28.22222222222222,65.83333333333333,108.94444444444444,23.61111111111111,22.666666666666668,8.0,13.722222222222221,1.0,3.7777777777777777,7,7,0
0.0,1.0,0.0,0.2727272727272727,0.0,21.818181818181817,60.18181818181818,93.54545454545455,24.181818181818183,17.636363636363637,8.0,15.818181818181818,1.0,4.7272727272727275,7,7,0
0.0,1.0,0.0,0.0,0.0,16.642857142857142,45.5,70.92857142857143,39.42857142857143,9.357142857142858,8.0,13.857142857142858,1.0,1.9285714285714286,7,7,1
0.0,1.0,0.0,0.6363636363636364,0.0,9.545454545454545,33.54545454545455,48.18181818181818,48.27272727272727,12.272727272727273,8.0,13.181818181818182,1.0,0.9090909090909091,7,7,1
0.0,1.0,0.0,0.625,0.0,19.5,49.25,79.25,34.25,18.25,8.0,11.375,1.0,1.625,7,7,1
0.0,1.0,0.0,0.6923076923076923,0.0,44.07692307692308,86.53846153846153,154.30769230769232,20.076923076923077,29.615384615384617,8.0,14.692307692307692,1.0,5.846153846153846,7,7,0
0.0,1.0,0.0,0.15,0.0,32.5,71.15,121.05,31.8,28.45,8.0,13.7,1.0,4.55,7,7,0
0.0,1.0,0.0,0.20833333333333334,0.0,19.708333333333332,58.166666666666664,88.29166666666667,37.083333333333336,20.041666666666668,8.0,14.083333333333334,1.0,2.5416666666666665,7,7,1
0.0,1.0,0.0,0.13636363636363635,0.0,33.31818181818182,58.81818181818182,109.9090909090909,30.681818181818183,31.363636363636363,8.0,9.272727272727273,1.0,3.1818181818181817,7,7,0
0.0,1.0,0.0,0.5,0.0,27.833333333333332,51.111111111111114,93.83333333333333,30.444444444444443,18.88888888888889,8.0,13.166666666666666,1.0,3.1666666666666665,7,7,0
0.0,1.0,0.0,0.3125,0.0,32.625,58.1875,108.0,20.3125,20.875,8.0,11.6875,1.0,4.0625,7,7,0
0.0,1.0,0.0,0.4666666666666667,0.0,35.733333333333334,60.6,115.33333333333333,27.466666666666665,19.266666666666666,8.0,12.2,1.0,5.266666666666667,7,7,0
0.0,1.0,0.0,0.5,0.0,46.625,80.375,152.0,24.75,42.75,8.0,14.125,1.0,7.0,7,7,0
0.0,1.0,0.0,0.5833333333333334,0.0,32.916666666666664,58.666666666666664,109.0,30.333333333333332,23.916666666666668,8.0,11.083333333333334,1.0,4.333333333333333,7,7,0
0.0,1.0,0.0,0.75,0.0,17.416666666666668,53.0,79.66666666666667,46.583333333333336,20.166666666666668,8.0,8.083333333333334,1.0,1.25,7,7,1
0.0,1.0,0.0,0.6363636363636364,0.0,31.272727272727273,64.45454545454545,112.27272727272727,27.90909090909091,24.90909090909091,8.0,12.090909090909092,1.0,3.272727272727273,7,7,0
0.0,1.0,0.0,0.0,0.0,6.0,31.0,39.0,51.0,8.0,8.0,6.0,1.0,1.0,7,7,1
0.0,1.0,0.0,0.25,0.0,15.0,35.25,57.75,54.0,5.0,8.0,10.5,1.0,0.75,7,7,1
0.0,1.0,0.0,0.75,0.0,37.5,57.0,115.0,38.25,20.75,8.0,16.5,1.0,3.75,7,7,1
0.0,1.0,0.0,2.0,0.0,10.0,56.0,72.0,34.0,20.0,8.0,12.0,1.0,3.0,7,7,1
0.0,1.0,0.0,1.875,0.0,17.625,56.75,83.375,40.5,21.75,8.0,12.625,1.0,3.5,7,7,1
0.0,1.0,0.0,1.9,0.0,28.2,50.9,94.4,37.9,23.5,8.0,8.9,1.0,2.7,7,7,1
0.0,1.0,0.0,1.75,0.0,31.1875,64.75,112.4375,32.4375,30.5,8.0,10.875,1.0,4.125,7,7,0
0.0,1.0,0.0,1.6875,0.0,14.6875,48.9375,71.375,40.375,25.6875,8.0,12.25,1.0,2.9375,7,7,1
0.0,1.0,0.0,1.0952380952380953,0.0,15.619047619047619,47.57142857142857,71.61904761904762,39.76190476190476,24.80952380952381,8.0,8.380952380952381,1.0,0.9047619047619048,7,7,1
0.0,1.0,0.0,1.391304347826087,0.0,32.69565217391305,61.608695652173914,111.82608695652173,40.52173913043478,29.73913043478261,8.0,10.26086956521739,1.0,2.9130434782608696,7,7,1
0.0,1.0,0.0,1.8125,0.0,18.0,56.0625,83.5,33.4375,18.875,8.0,15.8125,1.0,4.5625,0,7,1
0.0,1.0,0.0,1.7,0.0,25.3,49.2,88.05,31.75,16.6,8.0,10.75,1.0,3.65,0,7,0
0.0,1.0,0.0,1.368421052631579,0.0,26.789473684210527,62.0,103.3157894736842,36.31578947368421,15.210526315789474,8.0,10.631578947368421,1.0,5.947368421052632,0,7,1
0.0,1.0,0.0,1.3636363636363635,0.0,23.818181818181817,60.0,96.45454545454545,42.0,18.09090909090909,8.0,9.909090909090908,1.0,3.727272727272727,0,7,1
0.0,1.0,0.0,1.1578947368421053,0.0,13.052631578947368,52.31578947368421,72.42105263157895,49.8421052631579,35.578947368421055,8.0,8.736842105263158,1.0,3.5789473684210527,0,7,1
0.0,1.0,0.0,1.6363636363636365,0.0,32.0,80.0,129.0909090909091,30.454545454545453,37.09090909090909,8.0,11.090909090909092,1.0,4.7272727272727275,0,7,0
0.0,1.0,0.0,0.8571428571428571,0.0,30.071428571428573,63.0,109.07142857142857,29.785714285714285,38.642857142857146,8.0,8.214285714285714,1.0,3.2857142857142856,0,7,0
0.0,1.0,0.0,1.0416666666666667,0.0,26.625,57.583333333333336,98.125,40.625,21.0,8.0,7.375,1.0,2.6666666666666665,0,7,1
0.0,1.0,0.0,1.25,0.0,29.708333333333332,56.75,102.41666666666667,28.708333333333332,19.666666666666668,8.0,7.333333333333333,1.0,3.375,0,7,0
